Function,File Path,Count
chat,src\lib\components\admin\Users\Groups\Permissions.svelte,9
chat,src\lib\components\admin\Users\UserList\UserChatsModal.svelte,9
chat,src\lib\components\channel\MessageInput.svelte,7
chat,src\lib\components\channel\Navbar.svelte,1
chat,src\lib\components\channel\Messages\Message.svelte,3
chat,src\lib\components\chat\Chat.svelte,52
chat,src\lib\components\chat\ChatControls.svelte,1
chat,src\lib\components\chat\ChatPlaceholder.svelte,1
chat,src\lib\components\chat\MessageInput.svelte,10
chat,src\lib\components\chat\Messages.svelte,2
chat,src\lib\components\chat\ModelSelector.svelte,1
chat,src\lib\components\chat\Navbar.svelte,11
chat,src\lib\components\chat\Placeholder.svelte,3
chat,src\lib\components\chat\SettingsModal.svelte,2
chat,src\lib\components\chat\ShareChatModal.svelte,21
chat,src\lib\components\chat\ShortcutsModal.svelte,3
chat,src\lib\components\chat\Controls\Controls.svelte,2
chat,src\lib\components\chat\MessageInput\CallOverlay.svelte,11
chat,src\lib\components\chat\MessageInput\InputMenu.svelte,1
chat,src\lib\components\chat\MessageInput\VoiceRecording.svelte,1
chat,src\lib\components\chat\MessageInput\Commands\Knowledge.svelte,3
chat,src\lib\components\chat\MessageInput\Commands\Models.svelte,1
chat,src\lib\components\chat\MessageInput\Commands\Prompts.svelte,3
chat,src\lib\components\chat\Messages\ResponseMessage.svelte,6
chat,src\lib\components\chat\Messages\UserMessage.svelte,1
chat,src\lib\components\chat\Messages\Markdown\MarkdownTokens.svelte,2
chat,src\lib\components\chat\ModelSelector\Selector.svelte,3
chat,src\lib\components\chat\Settings\Chats.svelte,9
chat,src\lib\components\chat\Settings\Interface.svelte,1
chat,src\lib\components\chat\Settings\Personalization.svelte,1
chat,src\lib\components\chat\Settings\Advanced\AdvancedParams.svelte,2
chat,src\lib\components\chat\Settings\Connections\Connection.svelte,1
chat,src\lib\components\icons\ChatBubbleOvalEllipsis.svelte,1
chat,src\lib\components\icons\ChatBubbles.svelte,1
chat,src\lib\components\layout\Help.svelte,1
chat,src\lib\components\layout\Navbar.svelte,5
chat,src\lib\components\layout\Sidebar.svelte,41
chat,src\lib\components\layout\Help\HelpMenu.svelte,2
chat,src\lib\components\layout\Navbar\Menu.svelte,26
chat,src\lib\components\layout\Sidebar\ArchivedChatsModal.svelte,9
chat,src\lib\components\layout\Sidebar\ChatItem.svelte,11
chat,src\lib\components\layout\Sidebar\ChatMenu.svelte,24
chat,src\lib\components\layout\Sidebar\RecursiveFolder.svelte,11
chat,src\lib\components\layout\Sidebar\SearchInput.svelte,2
chat,src\lib\components\layout\Sidebar\UserMenu.svelte,1
chat,src\lib\components\workspace\Knowledge\KnowledgeBase\AddTextContentModal.svelte,1
chat,src\lib\components\workspace\Models\ModelEditor.svelte,1
chat,src\lib\components\workspace\Prompts\PromptEditor.svelte,1
chat,src\lib\stores\index.ts,3
chat,src\lib\utils\index.ts,12
chat,src\routes\+layout.svelte,8
chat,src\routes\(app)\+layout.svelte,6
chat,src\routes\(app)\+page.svelte,2
chat,src\routes\(app)\c\[id]\+page.svelte,1
chat,src\routes\s\[id]\+page.svelte,15
downloadPipeline,src\lib\apis\index.ts,1
downloadPipeline,src\lib\components\admin\Settings\Pipelines.svelte,2
config,src\lib\apis\index.ts,11
config,src\lib\apis\audio\index.ts,2
config,src\lib\apis\auths\index.ts,6
config,src\lib\apis\configs\index.ts,9
config,src\lib\apis\evaluations\index.ts,4
config,src\lib\apis\images\index.ts,9
config,src\lib\apis\ollama\index.ts,4
config,src\lib\apis\openai\index.ts,4
config,src\lib\apis\retrieval\index.ts,2
config,src\lib\apis\utils\index.ts,2
config,src\lib\components\AddConnectionModal.svelte,4
config,src\lib\components\ChangelogModal.svelte,4
config,src\lib\components\admin\Functions.svelte,2
config,src\lib\components\admin\Settings.svelte,2
config,src\lib\components\admin\Settings\Audio.svelte,3
config,src\lib\components\admin\Settings\CodeExecution.svelte,26
config,src\lib\components\admin\Settings\Connections.svelte,5
config,src\lib\components\admin\Settings\Database.svelte,5
config,src\lib\components\admin\Settings\Documents.svelte,12
config,src\lib\components\admin\Settings\Evaluations.svelte,2
config,src\lib\components\admin\Settings\Images.svelte,52
config,src\lib\components\admin\Settings\Interface.svelte,3
config,src\lib\components\admin\Settings\Models.svelte,4
config,src\lib\components\admin\Settings\Pipelines.svelte,2
config,src\lib\components\admin\Settings\WebSearch.svelte,6
config,src\lib\components\admin\Settings\Connections\OllamaConnection.svelte,7
config,src\lib\components\admin\Settings\Connections\OpenAIConnection.svelte,5
config,src\lib\components\admin\Settings\Models\ConfigureModelsModal.svelte,5
config,src\lib\components\admin\Settings\Models\Manage\ManageOllama.svelte,5
config,src\lib\components\admin\Users\UserList.svelte,2
config,src\lib\components\channel\MessageInput.svelte,5
config,src\lib\components\chat\Chat.svelte,13
config,src\lib\components\chat\ChatPlaceholder.svelte,2
config,src\lib\components\chat\MessageInput.svelte,11
config,src\lib\components\chat\Placeholder.svelte,2
config,src\lib\components\chat\SettingsModal.svelte,3
config,src\lib\components\chat\MessageInput\CallOverlay.svelte,8
config,src\lib\components\chat\MessageInput\InputMenu.svelte,1
config,src\lib\components\chat\MessageInput\VoiceRecording.svelte,3
config,src\lib\components\chat\Messages\CodeBlock.svelte,3
config,src\lib\components\chat\Messages\ResponseMessage.svelte,10
config,src\lib\components\chat\ModelSelector\Selector.svelte,2
config,src\lib\components\chat\Settings\Account.svelte,2
config,src\lib\components\chat\Settings\Audio.svelte,7
config,src\lib\components\chat\Settings\Connections.svelte,34
config,src\lib\components\chat\Settings\Interface.svelte,3
config,src\lib\components\chat\Settings\Connections\Connection.svelte,5
config,src\lib\components\layout\Sidebar.svelte,2
config,src\lib\components\workspace\Models.svelte,5
config,src\lib\stores\index.ts,1
config,src\routes\+layout.svelte,8
config,src\routes\(app)\+layout.svelte,3
config,src\routes\(app)\admin\functions\create\+page.svelte,2
config,src\routes\(app)\admin\functions\edit\+page.svelte,2
config,src\routes\(app)\workspace\models\+page.svelte,2
config,src\routes\(app)\workspace\models\create\+page.svelte,2
config,src\routes\(app)\workspace\models\edit\+page.svelte,2
config,src\routes\auth\+page.svelte,13
config,src\routes\error\+page.svelte,3
config,src\routes\s\[id]\+page.svelte,2
getPipelineValvesSpec,src\lib\apis\index.ts,1
getPipelineValvesSpec,src\lib\components\admin\Settings\Pipelines.svelte,2
getBackendConfig,src\lib\apis\index.ts,1
getBackendConfig,src\lib\components\admin\Settings.svelte,2
getBackendConfig,src\lib\components\admin\Settings\Audio.svelte,2
getBackendConfig,src\lib\components\admin\Settings\Interface.svelte,2
getBackendConfig,src\routes\+layout.svelte,3
getBackendConfig,src\routes\auth\+page.svelte,2
valves,src\lib\apis\index.ts,5
valves,src\lib\apis\functions\index.ts,10
valves,src\lib\apis\tools\index.ts,10
valves,src\lib\components\admin\Functions\FunctionEditor.svelte,3
valves,src\lib\components\admin\Settings\Pipelines.svelte,26
valves,src\lib\components\chat\Controls\Valves.svelte,12
valves,src\lib\components\common\Valves.svelte,12
valves,src\lib\components\workspace\common\ValvesModal.svelte,13
generateEmoji,src\lib\apis\index.ts,1
generateEmoji,src\lib\components\chat\MessageInput\CallOverlay.svelte,2
tags,src\lib\apis\index.ts,6
tags,src\lib\apis\chats\index.ts,6
tags,src\lib\apis\ollama\index.ts,1
tags,src\lib\components\AddConnectionModal.svelte,1
tags,src\lib\components\admin\Evaluations\Feedbacks.svelte,2
tags,src\lib\components\admin\Evaluations\Leaderboard.svelte,8
tags,src\lib\components\chat\Artifacts.svelte,3
tags,src\lib\components\chat\Chat.svelte,5
tags,src\lib\components\chat\Placeholder.svelte,1
tags,src\lib\components\chat\Tags.svelte,10
tags,src\lib\components\chat\MessageInput\Commands\Knowledge.svelte,2
tags,src\lib\components\chat\MessageInput\Commands\Models.svelte,3
tags,src\lib\components\chat\Messages\RateComment.svelte,10
tags,src\lib\components\chat\Messages\ResponseMessage.svelte,9
tags,src\lib\components\chat\ModelSelector\Selector.svelte,16
tags,src\lib\components\common\Tags.svelte,3
tags,src\lib\components\common\Tags\TagInput.svelte,2
tags,src\lib\components\common\Tags\TagList.svelte,4
tags,src\lib\components\layout\Sidebar.svelte,3
tags,src\lib\components\layout\Sidebar\ChatItem.svelte,2
tags,src\lib\components\layout\Sidebar\SearchInput.svelte,4
tags,src\lib\components\workspace\Models\ModelEditor.svelte,9
tags,src\lib\components\workspace\Models\Knowledge\Selector.svelte,2
tags,src\lib\stores\index.ts,2
tags,src\lib\utils\rag\index.ts,1
tags,src\routes\+layout.svelte,3
tags,src\routes\(app)\+layout.svelte,1
getModels,src\lib\apis\index.ts,1
getModels,src\lib\apis\audio\index.ts,1
getModels,src\lib\apis\models\index.ts,1
getModels,src\lib\components\admin\Functions.svelte,2
getModels,src\lib\components\admin\Settings\Audio.svelte,3
getModels,src\lib\components\admin\Settings\Connections.svelte,1
getModels,src\lib\components\admin\Settings\Evaluations.svelte,2
getModels,src\lib\components\admin\Settings\Models.svelte,5
getModels,src\lib\components\admin\Settings\Pipelines.svelte,5
getModels,src\lib\components\admin\Settings\Models\Manage\ManageOllama.svelte,5
getModels,src\lib\components\chat\SettingsModal.svelte,4
getModels,src\lib\components\chat\ModelSelector\Selector.svelte,2
getModels,src\lib\components\chat\Settings\General.svelte,1
getModels,src\lib\components\workspace\Models.svelte,6
getModels,src\routes\(app)\+layout.svelte,2
getModels,src\routes\(app)\admin\functions\create\+page.svelte,2
getModels,src\routes\(app)\admin\functions\edit\+page.svelte,2
getModels,src\routes\(app)\workspace\models\+page.svelte,2
getModels,src\routes\(app)\workspace\models\create\+page.svelte,2
getModels,src\routes\(app)\workspace\models\edit\+page.svelte,2
getModels,src\routes\s\[id]\+page.svelte,2
generateTitle,src\lib\apis\index.ts,1
updateModelFilterConfig,src\lib\apis\index.ts,1
models,src\lib\apis\index.ts,19
models,src\lib\apis\audio\index.ts,2
models,src\lib\apis\configs\index.ts,2
models,src\lib\apis\images\index.ts,1
models,src\lib\apis\models\index.ts,8
models,src\lib\apis\ollama\index.ts,3
models,src\lib\apis\openai\index.ts,3
models,src\lib\components\AddConnectionModal.svelte,3
models,src\lib\components\admin\Functions.svelte,6
models,src\lib\components\admin\Settings.svelte,3
models,src\lib\components\admin\Evaluations\Leaderboard.svelte,5
models,src\lib\components\admin\Settings\Audio.svelte,7
models,src\lib\components\admin\Settings\Connections.svelte,4
models,src\lib\components\admin\Settings\Evaluations.svelte,6
models,src\lib\components\admin\Settings\Images.svelte,4
models,src\lib\components\admin\Settings\Interface.svelte,3
models,src\lib\components\admin\Settings\Models.svelte,13
models,src\lib\components\admin\Settings\Pipelines.svelte,5
models,src\lib\components\admin\Settings\Evaluations\ArenaModelModal.svelte,6
models,src\lib\components\admin\Settings\Models\ConfigureModelsModal.svelte,14
models,src\lib\components\admin\Settings\Models\ManageModelsModal.svelte,1
models,src\lib\components\admin\Settings\Models\ModelList.svelte,6
models,src\lib\components\admin\Settings\Models\Manage\ManageOllama.svelte,9
models,src\lib\components\admin\Users\Groups.svelte,1
models,src\lib\components\admin\Users\Groups\EditGroupModal.svelte,1
models,src\lib\components\admin\Users\Groups\Permissions.svelte,2
models,src\lib\components\chat\Chat.svelte,34
models,src\lib\components\chat\ChatControls.svelte,3
models,src\lib\components\chat\ChatPlaceholder.svelte,18
models,src\lib\components\chat\MessageInput.svelte,5
models,src\lib\components\chat\Messages.svelte,1
models,src\lib\components\chat\ModelSelector.svelte,5
models,src\lib\components\chat\Overview.svelte,2
models,src\lib\components\chat\Placeholder.svelte,19
models,src\lib\components\chat\SettingsModal.svelte,3
models,src\lib\components\chat\ShareChatModal.svelte,4
models,src\lib\components\chat\Controls\Controls.svelte,1
models,src\lib\components\chat\MessageInput\CallOverlay.svelte,2
models,src\lib\components\chat\MessageInput\Commands\Models.svelte,3
models,src\lib\components\chat\Messages\Message.svelte,1
models,src\lib\components\chat\Messages\MultiResponseMessages.svelte,2
models,src\lib\components\chat\Messages\RateComment.svelte,2
models,src\lib\components\chat\Messages\ResponseMessage.svelte,3
models,src\lib\components\chat\Messages\UserMessage.svelte,2
models,src\lib\components\chat\ModelSelector\Selector.svelte,3
models,src\lib\components\chat\Settings\Interface.svelte,2
models,src\lib\components\chat\Settings\Advanced\AdvancedParams.svelte,4
models,src\lib\components\layout\Sidebar.svelte,1
models,src\lib\components\workspace\Models.svelte,18
models,src\lib\components\workspace\common\AccessControl.svelte,1
models,src\lib\components\workspace\Models\ModelEditor.svelte,4
models,src\lib\stores\index.ts,3
models,src\lib\utils\index.ts,1
models,src\routes\+layout.svelte,1
models,src\routes\(app)\+layout.svelte,2
models,src\routes\(app)\admin\functions\create\+page.svelte,2
models,src\routes\(app)\admin\functions\edit\+page.svelte,2
models,src\routes\(app)\workspace\+layout.svelte,5
models,src\routes\(app)\workspace\+page.svelte,3
models,src\routes\(app)\workspace\models\+page.svelte,4
models,src\routes\(app)\workspace\models\create\+page.svelte,6
models,src\routes\(app)\workspace\models\edit\+page.svelte,7
models,src\routes\s\[id]\+page.svelte,5
modelsMap,src\lib\apis\index.ts,3
generateTags,src\lib\apis\index.ts,1
generateTags,src\lib\components\chat\Messages\ResponseMessage.svelte,2
meta,src\lib\apis\index.ts,1
meta,src\lib\apis\channels\index.ts,2
meta,src\lib\apis\chats\index.ts,3
meta,src\lib\components\admin\Functions.svelte,5
meta,src\lib\components\admin\Evaluations\Leaderboard.svelte,2
meta,src\lib\components\admin\Functions\FunctionEditor.svelte,3
meta,src\lib\components\admin\Settings\Models.svelte,4
meta,src\lib\components\admin\Settings\Evaluations\ArenaModelModal.svelte,7
meta,src\lib\components\admin\Settings\Evaluations\Model.svelte,2
meta,src\lib\components\channel\MessageInput.svelte,2
meta,src\lib\components\chat\Artifacts.svelte,2
meta,src\lib\components\chat\Chat.svelte,3
meta,src\lib\components\chat\ChatPlaceholder.svelte,13
meta,src\lib\components\chat\MessageInput.svelte,5
meta,src\lib\components\chat\Placeholder.svelte,14
meta,src\lib\components\chat\MessageInput\CallOverlay.svelte,6
meta,src\lib\components\chat\MessageInput\InputMenu.svelte,1
meta,src\lib\components\chat\MessageInput\Commands\Knowledge.svelte,9
meta,src\lib\components\chat\MessageInput\Commands\Models.svelte,5
meta,src\lib\components\chat\Messages\ContentRenderer.svelte,1
meta,src\lib\components\chat\Messages\ResponseMessage.svelte,4
meta,src\lib\components\chat\Messages\UserMessage.svelte,1
meta,src\lib\components\chat\ModelSelector\Selector.svelte,12
meta,src\lib\components\chat\Overview\Node.svelte,1
meta,src\lib\components\chat\Settings\General.svelte,3
meta,src\lib\components\common\FileItemModal.svelte,1
meta,src\lib\components\layout\Sidebar.svelte,3
meta,src\lib\components\layout\Sidebar\RecursiveFolder.svelte,1
meta,src\lib\components\workspace\Knowledge.svelte,2
meta,src\lib\components\workspace\Models.svelte,9
meta,src\lib\components\workspace\Tools.svelte,6
meta,src\lib\components\workspace\Knowledge\KnowledgeBase.svelte,4
meta,src\lib\components\workspace\Knowledge\KnowledgeBase\Files.svelte,2
meta,src\lib\components\workspace\Models\ActionsSelector.svelte,1
meta,src\lib\components\workspace\Models\FiltersSelector.svelte,1
meta,src\lib\components\workspace\Models\ModelEditor.svelte,53
meta,src\lib\components\workspace\Models\Knowledge\Selector.svelte,7
meta,src\lib\components\workspace\Tools\ToolkitEditor.svelte,3
meta,src\routes\(app)\admin\functions\create\+page.svelte,4
meta,src\routes\(app)\admin\functions\edit\+page.svelte,4
meta,src\routes\(app)\workspace\models\create\+page.svelte,5
meta,src\routes\(app)\workspace\tools\create\+page.svelte,4
meta,src\routes\(app)\workspace\tools\edit\+page.svelte,4
getPipelines,src\lib\apis\index.ts,1
getPipelines,src\lib\components\admin\Settings\Pipelines.svelte,2
deletePipeline,src\lib\apis\index.ts,1
deletePipeline,src\lib\components\admin\Settings\Pipelines.svelte,2
